length,model,gauge,sequence,absrel,rmse,delta1,temporal_delta,opw,tce,failed,catastrophic,n
8,output_hold,scaleshift,rgbd_dataset_freiburg3_sitting_xyz,0.06536792812847322,0.49717441576636556,0.9461116048171218,0.03895161498918529,0.011771438077722025,0.024836369729864267,0,0,152
8,output_hold,scaleshift,rgbd_dataset_freiburg3_walking_rpy,0.31657761487331565,17.34642491982224,0.6324447850447764,0.5756750019148938,0.07855924351295714,0.09592202749436235,6,2,108
8,output_hold,scaleshift,rgbd_dataset_freiburg3_walking_xyz,0.18136601475426328,1.5308611167306487,0.7554693677024947,0.15763631186043733,0.02960391707839438,0.04585757232970223,1,0,103
8,da2_256,median,rgbd_dataset_freiburg3_sitting_rpy,0.6093882734644079,90.25320883903824,0.6597185223179767,19.819904972292473,0.4625884073971317,0.4694754230402503,40,13,99
8,da2_256,median,rgbd_dataset_freiburg3_sitting_xyz,1.4000734354229434,190.23242092674528,0.8169775892022232,23.633035566573753,0.8504249208901081,0.8585079570670037,125,55,152
8,da2_256,median,rgbd_dataset_freiburg3_walking_rpy,1.0680766865920233,109.03305959121201,0.6324756383818065,24.55334963826906,0.9149480619817015,0.9242185227622207,68,36,108
8,da2_256,median,rgbd_dataset_freiburg3_walking_xyz,1.0438250709330872,124.18650592891005,0.76717008774245,9.652387217906576,0.9926033189292651,1.0024321496073134,87,30,103
8,da2_256,scaleshift,rgbd_dataset_freiburg3_sitting_rpy,0.144400289116848,1.3309009132742975,0.8210549690161862,2.291413043140505,0.06466030615958132,0.07444154589238342,3,0,99
8,da2_256,scaleshift,rgbd_dataset_freiburg3_sitting_xyz,0.10902612559678798,2.5630231380045596,0.904946202205821,0.32154457133851555,0.048773610274453934,0.05886889765314604,3,0,152
8,da2_256,scaleshift,rgbd_dataset_freiburg3_walking_rpy,0.3137001563339293,24.466267055923595,0.7459170750663409,4.937270227326918,0.23473821626404678,0.24709906825270814,22,6,108
8,da2_256,scaleshift,rgbd_dataset_freiburg3_walking_xyz,0.3072936300757984,25.928293045358917,0.8205005202181961,1.784605278304149,0.14976198984727362,0.16167490986586872,17,3,103
8,midas_256,median,rgbd_dataset_freiburg3_sitting_rpy,22.36744994644461,13801.300211750351,0.6409501670855996,4365.551514107944,18.77967928800674,18.78806654224452,20,19,99
8,midas_256,median,rgbd_dataset_freiburg3_sitting_xyz,71.1209228431538,16661.574452381097,0.8137369285034484,5947.032022305001,38.79827009647148,38.80782487135664,51,49,152
8,midas_256,median,rgbd_dataset_freiburg3_walking_rpy,35.04955046905019,17812.288448896157,0.6136182358783515,1874.6476634990759,38.41617440837321,38.42697051156901,22,22,108
8,midas_256,median,rgbd_dataset_freiburg3_walking_xyz,14.104118262979929,8352.448710323555,0.7601433773206153,2044.271888945536,14.135810809270343,14.146682942657076,20,20,103
8,midas_256,scaleshift,rgbd_dataset_freiburg3_sitting_rpy,0.14928775730265784,6.537170811865277,0.81702749497163,0.6823163892197575,0.060722887267507054,0.07126514348493364,1,1,99
8,midas_256,scaleshift,rgbd_dataset_freiburg3_sitting_xyz,0.11555898650996416,2.3931867997878213,0.8767197084374433,0.6318054527492452,0.039511958050154124,0.05038746504829583,3,0,152
8,midas_256,scaleshift,rgbd_dataset_freiburg3_walking_rpy,0.1976979515700283,12.279189813205237,0.7624095705136941,2.54114126540208,0.0756719389678019,0.08882002675743891,7,3,108
8,midas_256,scaleshift,rgbd_dataset_freiburg3_walking_xyz,0.16870612052184356,14.364040892026802,0.83354045252699,5.741006587067523,0.0740624998570476,0.08641196577034024,11,1,103
8,dpt_common,median,rgbd_dataset_freiburg3_sitting_rpy,0.23369984819046344,1.5802355515195114,0.6724046531561764,1.3531253033386164,0.12724203750204244,0.13537494731392744,0,0,99
8,dpt_common,median,rgbd_dataset_freiburg3_sitting_xyz,0.492105211267126,177.07238569897723,0.8184231928825514,14.780861382421694,0.30640476817600076,0.31592521824886743,9,5,152
8,dpt_common,median,rgbd_dataset_freiburg3_walking_rpy,0.8957381782728456,300.6375066751344,0.6686743099161496,19.321502738055727,0.7607083189832806,0.7710959572814868,11,11,108
8,dpt_common,median,rgbd_dataset_freiburg3_walking_xyz,0.2342821871704761,40.48653912143498,0.7651699453037754,6.715262931196766,0.12081219318521919,0.13097872050797235,2,1,103
8,dpt_common,scaleshift,rgbd_dataset_freiburg3_sitting_rpy,0.14325350552214824,1.1541020635700752,0.8233183227847358,0.2900431056387325,0.06656806396168995,0.07653902036057204,0,0,99
8,dpt_common,scaleshift,rgbd_dataset_freiburg3_sitting_xyz,0.11676645115200664,3.608534196951723,0.8827150838813398,0.5455098052446107,0.051295520711123095,0.0617941944861919,1,0,152
8,dpt_common,scaleshift,rgbd_dataset_freiburg3_walking_rpy,0.3205133193487397,17.573379941917445,0.7963675583321977,2.128864560059454,0.1799064598787261,0.19269407311702802,5,4,108
8,dpt_common,scaleshift,rgbd_dataset_freiburg3_walking_xyz,0.16146676023324716,12.21859555892799,0.8412609570497577,1.8313983831756158,0.06996169791622356,0.08191554656483004,3,3,103
