scope,model,gauge,sequence,absrel,rmse,delta1,tce,failed,catastrophic,n
L256_new_13,midas_192,scaleshift,rgbd_bonn_crowd2,0.16138711642766856,0.5235225432442804,0.7590658642198601,0.06213121753987225,0,0,3
L256_new_13,midas_192,scaleshift,rgbd_bonn_person_tracking2,0.15136855762310214,0.5528381770998219,0.7908876444066607,0.028169324481391714,0,0,2
L256_new_13,midas_192,scaleshift,rgbd_bonn_static_close_far,0.21953951662007504,1.1048617575033262,0.6783393710790161,0.05255837925739477,0,0,6
L256_new_13,midas_192,scaleshift,rgbd_dataset_freiburg3_walking_static,0.15943342376885555,1.0396432936656113,0.765540057158754,0.0574187668791518,0,0,2
L256_new_13,midas_256,median,rgbd_bonn_crowd2,0.47562430520981736,320.41759084189255,0.5011866329799236,0.21778516826786654,1,0,3
L256_new_13,midas_256,median,rgbd_bonn_person_tracking2,17.768056456046473,9337.903663190626,0.38035637351403884,18.455398304611766,2,2,2
L256_new_13,midas_256,median,rgbd_bonn_static_close_far,1.3810665628940035,1434.1608947350444,0.37058455070095125,0.3903716875974186,3,1,6
L256_new_13,midas_256,median,rgbd_dataset_freiburg3_walking_static,0.7773330046442744,2245.3851495712806,0.7447673661477832,0.49185797701352796,1,1,2
L256_new_13,midas_256,scaleshift,rgbd_bonn_crowd2,0.19434057553389508,0.6881118115570192,0.6606563905891457,0.06046615293330968,0,0,3
L256_new_13,midas_256,scaleshift,rgbd_bonn_person_tracking2,0.1454856195927765,0.5363176805473014,0.8038450618546303,0.026154676035327347,0,0,2
L256_new_13,midas_256,scaleshift,rgbd_bonn_static_close_far,0.22266002804001822,0.5925581789505509,0.6767262801787711,0.03700485377192391,0,0,6
L256_new_13,midas_256,scaleshift,rgbd_dataset_freiburg3_walking_static,0.1507939903800284,1.0046239799684697,0.795665237976793,0.05176267202281316,0,0,2
L256_new_13,midas_384,median,rgbd_bonn_crowd2,5.477524221202776,3940.40699305247,0.351635504257346,8.144447267700238,2,2,3
L256_new_13,midas_384,median,rgbd_bonn_person_tracking2,34.22404579685387,12666.568023010703,0.29347710685239453,14.144313941539243,2,2,2
L256_new_13,midas_384,median,rgbd_bonn_static_close_far,24.151287198491133,7243.527002671083,0.40526980290957965,31.87845022184203,5,4,6
L256_new_13,midas_384,median,rgbd_dataset_freiburg3_walking_static,0.8488975707027406,2784.9639364650625,0.7183140762051997,0.7966163091203057,1,1,2
L256_new_13,midas_384,scaleshift,rgbd_bonn_crowd2,0.23446229343189853,0.7495739103539314,0.5569965599955513,0.06616600791731443,0,0,3
L256_new_13,midas_384,scaleshift,rgbd_bonn_person_tracking2,0.1533528000234752,0.569756280038799,0.780646555250578,0.027100271201904058,0,0,2
L256_new_13,midas_384,scaleshift,rgbd_bonn_static_close_far,0.2788709185094478,0.7786337057221864,0.5719063601274958,0.03694961160513954,0,0,6
L256_new_13,midas_384,scaleshift,rgbd_dataset_freiburg3_walking_static,0.18199435015812895,1.1768886127609228,0.7675446224271614,0.056503042849603065,0,0,2
seed_L8,seed1,none,rgbd_bonn_crowd2,0.16647294407391958,0.41011074061321884,0.8401757047019767,0.03135841397824182,0,0,111
seed_L8,seed1,none,rgbd_bonn_person_tracking2,0.11169513375727663,0.42098345710607715,0.8775520361561148,0.021388275798994653,0,0,70
seed_L8,seed1,none,rgbd_bonn_static_close_far,0.31566447406629283,1.1833955283444189,0.37076683225443835,0.014236758002556306,0,16,217
seed_L8,seed1,none,rgbd_dataset_freiburg3_walking_static,0.15449720543295206,0.8266332997754138,0.8566728003189023,0.03492560656451466,0,0,89
seed_L8,seed1,median,rgbd_bonn_crowd2,0.16076789528185398,0.411785486334722,0.8400203126335954,0.030950849118388954,0,0,111
seed_L8,seed1,median,rgbd_bonn_person_tracking2,0.0982574439210255,0.3851747761783542,0.9101080213464154,0.021892502649011616,0,0,70
seed_L8,seed1,median,rgbd_bonn_static_close_far,0.10239045032749032,0.3876533863142417,0.9131692572944143,0.014583343377538973,0,0,217
seed_L8,seed1,median,rgbd_dataset_freiburg3_walking_static,0.13173131748472328,0.8030834080594463,0.8461521688041649,0.034304162951323824,0,0,89
seed_L8,seed1,scaleshift,rgbd_bonn_crowd2,0.12537192097098154,0.4269472661473919,0.8518343618999871,0.030846035466786277,0,0,111
seed_L8,seed1,scaleshift,rgbd_bonn_person_tracking2,0.08683420598195456,0.3516334753154852,0.9299033781959753,0.018713748752881194,0,0,70
seed_L8,seed1,scaleshift,rgbd_bonn_static_close_far,0.08916328211418595,0.3593451802946524,0.9273886491342501,0.015317844833946975,0,0,217
seed_L8,seed1,scaleshift,rgbd_dataset_freiburg3_walking_static,0.12981102407453965,0.8499946951370158,0.8263447388365948,0.028977435366516348,0,0,89
seed_L8,seed2,none,rgbd_bonn_crowd2,0.17769103441030032,0.4263842402854576,0.8287131215337973,0.031133454968584915,0,0,111
seed_L8,seed2,none,rgbd_bonn_person_tracking2,0.11081546603948224,0.41595458410968006,0.8700224910450238,0.019850969789746237,0,0,70
seed_L8,seed2,none,rgbd_bonn_static_close_far,0.3127106502458608,1.1593157997782408,0.3651750075250176,0.013932094770792,0,16,217
seed_L8,seed2,none,rgbd_dataset_freiburg3_walking_static,0.1535906249426477,0.8077233497987562,0.8588502131639862,0.034524008097777004,0,0,89
seed_L8,seed2,median,rgbd_bonn_crowd2,0.16670598915601154,0.4229799449771634,0.8288800439886158,0.030298050923559628,0,0,111
seed_L8,seed2,median,rgbd_bonn_person_tracking2,0.09167848741804063,0.38019643193906827,0.9223677373893894,0.02042624563297727,0,0,70
seed_L8,seed2,median,rgbd_bonn_static_close_far,0.10213430969029147,0.3803409188761085,0.9108469376791989,0.014174370671030691,0,0,217
seed_L8,seed2,median,rgbd_dataset_freiburg3_walking_static,0.12933027980922715,0.7789570538891608,0.8463946427413273,0.03382340790963116,0,0,89
seed_L8,seed2,scaleshift,rgbd_bonn_crowd2,0.12823621311427344,0.43359991087450483,0.8469163456290412,0.031096238758297014,0,0,111
seed_L8,seed2,scaleshift,rgbd_bonn_person_tracking2,0.08219543528568128,0.33853245926546816,0.9376565406413186,0.018103509537598785,0,0,70
seed_L8,seed2,scaleshift,rgbd_bonn_static_close_far,0.0899489197238812,0.35195604793513857,0.9226532577923583,0.0146593124640724,0,0,217
seed_L8,seed2,scaleshift,rgbd_dataset_freiburg3_walking_static,0.12828247585720137,0.8306372442564378,0.8246214163744097,0.028830074969523493,0,0,89
seed_L8,seed0,none,rgbd_bonn_crowd2,0.16666702120530003,0.4070793186853101,0.835651770990743,0.031021966149138887,0,0,111
seed_L8,seed0,none,rgbd_bonn_person_tracking2,0.10525504175418256,0.40393311018945743,0.8907425293922748,0.02004293768456885,0,0,70
seed_L8,seed0,none,rgbd_bonn_static_close_far,0.3082974967468349,1.1603766047984154,0.3906793489259262,0.014577500932399071,0,16,217
seed_L8,seed0,none,rgbd_dataset_freiburg3_walking_static,0.1504834324122175,0.806008307971688,0.8578291474824782,0.03406452189666367,0,0,89
seed_L8,seed0,median,rgbd_bonn_crowd2,0.1590705129691517,0.4058351290022333,0.8388327019840233,0.030392662413816433,0,0,111
seed_L8,seed0,median,rgbd_bonn_person_tracking2,0.08951317670903032,0.3692779892098925,0.9275075923218975,0.020422694569385395,0,0,70
seed_L8,seed0,median,rgbd_bonn_static_close_far,0.10616998826801699,0.4116061148908647,0.9036189379457873,0.014669646064706023,0,0,217
seed_L8,seed0,median,rgbd_dataset_freiburg3_walking_static,0.1285006422536187,0.7860726844359669,0.8466830918522069,0.03349351746857274,0,0,89
seed_L8,seed0,scaleshift,rgbd_bonn_crowd2,0.12334716283173061,0.42186779396789026,0.8542331228086519,0.03129103297915335,0,0,111
seed_L8,seed0,scaleshift,rgbd_bonn_person_tracking2,0.08290084443534684,0.34178244125453217,0.935976555126585,0.018619960202124367,0,0,70
seed_L8,seed0,scaleshift,rgbd_bonn_static_close_far,0.09865540720574693,3.041330033308286,0.917685580873639,0.016963425958153044,1,1,217
seed_L8,seed0,scaleshift,rgbd_dataset_freiburg3_walking_static,0.12776158108074165,0.8398718252219383,0.8284823044573677,0.028759345387137803,0,0,89
seed_L256,seed1,none,rgbd_bonn_crowd2,0.1934437162021707,0.4859263531811147,0.7900044054770294,0.0380353926713658,0,0,3
seed_L256,seed1,none,rgbd_bonn_person_tracking2,0.13210244690759884,0.5027477174429965,0.8056647138762215,0.024591247435011357,0,0,2
seed_L256,seed1,none,rgbd_bonn_static_close_far,0.35712792979467445,1.2771906291028299,0.2788603860905299,0.01608215786758398,0,0,6
seed_L256,seed1,none,rgbd_dataset_freiburg3_walking_static,0.18355749406869964,0.9044849096422701,0.8149539740465646,0.040217310093186326,0,0,2
seed_L256,seed1,median,rgbd_bonn_crowd2,0.20158801965573714,0.4912197969592489,0.7878764472586028,0.03910546149572372,0,0,3
seed_L256,seed1,median,rgbd_bonn_person_tracking2,0.125229201434397,0.4644467901521025,0.8433584450192184,0.025733457849813648,0,0,2
seed_L256,seed1,median,rgbd_bonn_static_close_far,0.230843995123203,0.5852763178072911,0.7377429455883189,0.018202754809136034,0,0,6
seed_L256,seed1,median,rgbd_dataset_freiburg3_walking_static,0.1807223050872764,0.9362237783136094,0.8091599715310973,0.04249150917390335,0,0,2
seed_L256,seed1,scaleshift,rgbd_bonn_crowd2,0.17851584915630694,0.5219571636999211,0.7595072763067896,0.040400478727852566,0,0,3
seed_L256,seed1,scaleshift,rgbd_bonn_person_tracking2,0.11895750395771562,0.4861808972133998,0.8578369246915657,0.021550860790179635,0,0,2
seed_L256,seed1,scaleshift,rgbd_bonn_static_close_far,0.28795102126800404,13.51112562254696,0.6568870386431453,0.049599861226789596,2,0,6
seed_L256,seed1,scaleshift,rgbd_dataset_freiburg3_walking_static,0.19257584607442824,0.959639858562493,0.7695669723904538,0.03880018832910527,0,0,2
seed_L256,seed2,none,rgbd_bonn_crowd2,0.21115318198472183,0.49619332370334396,0.7754835303046486,0.03822897178558436,0,0,3
seed_L256,seed2,none,rgbd_bonn_person_tracking2,0.13034750310719298,0.49386419209301796,0.8079005584234873,0.02263350154983797,0,0,2
seed_L256,seed2,none,rgbd_bonn_static_close_far,0.35451623372862723,1.2417767642712139,0.28016577516369945,0.015682533664946062,0,0,6
seed_L256,seed2,none,rgbd_dataset_freiburg3_walking_static,0.18584817846225746,0.8983600677532345,0.8166134325415224,0.039631015414765075,0,0,2
seed_L256,seed2,median,rgbd_bonn_crowd2,0.21509913919102125,0.5000122840753106,0.7729188587019652,0.0387835128328833,0,0,3
seed_L256,seed2,median,rgbd_bonn_person_tracking2,0.12887996696629722,0.4627184700151637,0.839934848541872,0.023841877952893352,0,0,2
seed_L256,seed2,median,rgbd_bonn_static_close_far,0.23080429273005826,0.5693103924323235,0.7430528619045758,0.017584802219275535,0,0,6
seed_L256,seed2,median,rgbd_dataset_freiburg3_walking_static,0.18221707207680712,0.9348321103369048,0.8101155745720208,0.04184347848983537,0,0,2
seed_L256,seed2,scaleshift,rgbd_bonn_crowd2,0.17683199591336984,0.9025902928290724,0.7617166196016977,0.04327449553560956,1,0,3
seed_L256,seed2,scaleshift,rgbd_bonn_person_tracking2,0.11866316110563277,0.47547600545254215,0.8607748552605472,0.020492101024456522,0,0,2
seed_L256,seed2,scaleshift,rgbd_bonn_static_close_far,0.23672068112090122,3.699706694621737,0.668130047280877,0.027772713960732474,1,0,6
seed_L256,seed2,scaleshift,rgbd_dataset_freiburg3_walking_static,0.19446202804441337,0.934747324455973,0.7713264854865173,0.03690433262568186,0,0,2
seed_L256,seed0,none,rgbd_bonn_crowd2,0.1973858280079338,0.48738888800678665,0.7832716743119952,0.0378028889253595,0,0,3
seed_L256,seed0,none,rgbd_bonn_person_tracking2,0.12091410680193324,0.4731550319206678,0.8365882719731678,0.02334644524469779,0,0,2
seed_L256,seed0,none,rgbd_bonn_static_close_far,0.34555619549875394,1.2336008212595262,0.3112083055949143,0.016295219384711686,0,0,6
seed_L256,seed0,none,rgbd_dataset_freiburg3_walking_static,0.18240383752706202,0.8959013470316474,0.8188557268726154,0.04034977109755476,0,0,2
seed_L256,seed0,median,rgbd_bonn_crowd2,0.20403015928801532,0.4912831296610549,0.7807092190784971,0.038731943417303995,0,0,3
seed_L256,seed0,median,rgbd_bonn_person_tracking2,0.121608379092379,0.44789995331970595,0.8586942165174085,0.02438835611499442,0,0,2
seed_L256,seed0,median,rgbd_bonn_static_close_far,0.2310427294715364,0.591196744109812,0.7340530723889273,0.018171984371582878,0,0,6
seed_L256,seed0,median,rgbd_dataset_freiburg3_walking_static,0.17992917046491955,0.9314426970742528,0.8120705937727958,0.042571254152936354,0,0,2
seed_L256,seed0,scaleshift,rgbd_bonn_crowd2,0.17303610906460198,0.518558806184266,0.7703578219447456,0.04143658304102406,0,0,3
seed_L256,seed0,scaleshift,rgbd_bonn_person_tracking2,0.11582418962133087,0.46560576364083467,0.8714461611729362,0.021565490957198036,0,0,2
seed_L256,seed0,scaleshift,rgbd_bonn_static_close_far,0.30362370853744064,15.71219917450511,0.6614354033467895,0.06337941712740892,2,0,6
seed_L256,seed0,scaleshift,rgbd_dataset_freiburg3_walking_static,0.18996622979365738,0.9392140110805159,0.774753240496947,0.038305532339379195,0,0,2
